sender,receiver,dist
@ChelseaMisquith,@nishamody,2
@openpeonie,@hbrarian,1
@wonderbrarian,@getkahoot,1
@Taneya,@getkahoot,1
@RyloLH,@lisafederer,1
@LibTomBaum,@mandosally,1
@LibTomBaum,@sitstayread,1
@MLibraryHealthy,@markmac,1
@MLibraryHealthy,@edxonline,1
@billchase2edu,@markmac,1
@billchase2edu,@edxonline,1
@alexjcarroll,@hbrarian,1
@Taneya,@sitstayread,1
@wichor,@librarianlizy,17
@AaronBl26902170,@hccapublication,2
@AaronBl26902170,@thehcca,2
@mandosally,@sitstayread,3
@LibrarianLizy,@wichor,3
@LibrarianLizy,@librarianlizy,1
@HCCAPublication,@thehcca,2
@christineliuart,@lisafederer,1
@christineliuart,@christineliuart,1
@lisafederer,@christineliuart,1
@margaretdptphd,@akaur0,1
@margaretdptphd,@margaretdptphd,2
@margaretdptphd,@northwesternmed,1
@margaretdptphd,@twitter,1
@alisonburnis,@wichor,1
@OSALLSA,@podcastlib,1
@akaur0,@lmlibrarian,10
@akaur0,@billchase2edu,1
@akaur0,@anatomage,1
@lkmcelfresh_,@123pow,1
@TomVargheseJr,@futuredocs,1
@billchase2edu,@anatomage,2
@akaur0,@pasteypale,1
@angspenc,@wichor,3
@akaur0,@jjpionke,1
@LibrarianLizy,@hurstej,1
@angspenc,@noisy_nora,1
@kgonza,@wichor,1
@ChelseaMisquith,@lmlibrarian,3
@katemsaylor,@lwu5,1
@angspenc,@nlm_news,2
@lwu5,@meansell,1
@LibrarianLizy,@nlm_news,1
@akaur0,@primal_annella,1
@hurstej,@wichor,1
@akaur0,@nlm_news,2
@akaur0,@nnlmnto,2
@akaur0,@wikipedia,2
@mandosally,@hs_librarian,1
@nelsterL,@primal_annella,1
@crbishop,@hurstej,1
@Taneya,@vumcknowmgt,6
@MedEdBot,@lmlibrarian,2
@noisy_nora,@hurstej,4
@akaur0,@sitstayread,8
@alphabetress,@futuredocs,2
@cynhudson,@erdifo,1
@meansell,@hurstej,1
@eleanor_pike,@mhmedical,1
@sasanof,@pfanderson,1
@sasanof,@umich,1
@sasanof,@andrewmibr,1
@NoetheMatt,@shortedition_en,1
@katemsaylor,@pat_devine,1
@NLM_SIS,@nlm_news,1
@akaur0,@cochranelibrary,3
@LMLibrarian,@mandosally,1
@FutureDocs,@emoreton47,6
@FutureDocs,@krafty,1
@FutureDocs,@margotmal,1
@FutureDocs,@futuredocs,15
@FutureDocs,@hurstej,7
@FutureDocs,@akaur0,1
@BabskiDianne,@vandervolgen,2
@FutureDocs,@wraycharles,1
@FutureDocs,@rjmdphilly,1
@FutureDocs,@gracefarris,1
@FutureDocs,@tony_breu,1
@FutureDocs,@ralebo06,1
@FutureDocs,@jxsiegel,1
@FutureDocs,@lwu5,2
@FutureDocs,@pfanderson,3
@FutureDocs,@umich,1
@FutureDocs,@andrewmibr,1
@cwolffeisenberg,@meansell,2
@thenorthwurst,@bevmurph005,1
@FutureDocs,@elenaazad,1
@FutureDocs,@mindwell1,1
@BabskiDianne,@hurstej,1
@FutureDocs,@janicekung,2
@FutureDocs,@blevinsa,1
@FutureDocs,@debswerner,1
@juliewbee,@pfanderson,1
@FutureDocs,@lisalibrarian,1
@ChelseaMisquith,@cochranelibrary,3
@FutureDocs,@tonyn411,1
@EBSCO_Health,@medlibassn,1
@FutureDocs,@berrymand,1
@alphabetress,@acpeck,1
@alphabetress,@mhmedical,1
@alphabetress,@jamesshanahan9,1
@FutureDocs,@librarianwalker,2
@FutureDocs,@twitter,1
@LibrarianWalker,@ebsco_health,1
@FutureDocs,@meansell,1
@FutureDocs,@cddslib,1
@akaur0,@lwu5,5
@akaur0,@jamalibrarynews,1
@akaur0,@jamaonc,1
@akaur0,@jamacardi,1
@akaur0,@medlineplus,2
@akaur0,@jxsiegel,2
@akaur0,@futuredocs,3
@lspags,@bobbinewman,1
@ChelseaMisquith,@123pow,1
@ChelseaMisquith,@bevmurph005,1
@thenorthwurst,@ebsco_health,1
@thenorthwurst,@medlibassn,4
@thenorthwurst,@apa,1
@slackbooks,@rittenhousebks,1
@FutureDocs,@oxpeter,1
@MDPhDApp,@mifisi,2
@FutureDocs,@acpeck,1
@FutureDocs,@mhmedical,1
@FutureDocs,@jamesshanahan9,1
@MDPhDApp,@futuredocs,2
@FutureDocs,@thenorthwurst,1
@KkelsayKim,@kristawelz,1
@MHMedical,@mhestem,1
@MHMedical,@acpeck,1
@MHMedical,@futuredocs,1
@MHMedical,@mhmedical,1
@MHMedical,@jamesshanahan9,1
@jamesian,@meansell,1
@chlaabsc,@giustini,1
@freddysfocus,@t3nnisgal,1
@A_O_MD,@runbrarian,1
@evardell,@medlibassn,1
@iamukasa,@pfanderson,1
@thartman2u,@podcastlib,1
@JAMALibraryNews,@jamaonc,1
@sarahclarke138,@katheldunn,2
@thartman2u,@emoreton47,1
@HannahC_MLIS,@erdifo,1
@noisy_nora,@stfnelapka,1
@wichor,@meansell,7
@wichor,@tbrigham,4
@CharlesRowman,@rlpgbooks,2
@Wrenaissance,@krafty,1
@pfanderson,@medlineplus,1
@pfanderson,@emoreton47,8
@noisy_nora,@christhecat,1
@noisy_nora,@lisalibrarian,2
@noisy_nora,@s_schulte,1
@hurstej,@krafty,2
@CDDSlib,@futuredocs,1
@pfanderson,@brenda_linares,1
@stfnelapka,@meansell,1
@LibGirl09,@lwu5,1
@ChrisTheCat,@futuredocs,1
@hurstej,@futuredocs,7
@kgonza,@cddslib,1
@LibGirl09,@123pow,1
@LibGirl09,@medlibassn,1
@LibGirl09,@bevmurph005,1
@LibrarianWalker,@twitter,2
@elenaazad,@berrymand,1
@Wrenaissance,@berrymand,1
@BerrymanD,@rush,1
@pfanderson,@jolenemiller419,2
@pfanderson,@s_schulte,10
@jshira11,@meansell,1
@noisy_nora,@meansell,1
@akaur0,@jolenemiller419,3
@akaur0,@katzs44,1
@akaur0,@libris_fidelis,4
@LeapYrLibrarian,@librarian5ever,1
@awhitis,@lisalibrarian,1
@acpeck,@futuredocs,2
@laurissagann,@onsmark,1
@pfanderson,@lwu5,4
@KDNyhan,@vpannabecker,1
@G33kL1b,@cddslib,1
@arieldeardorff,@erdifo,1
@BerrymanD,@leskovec,1
@acpeck,@mhmedical,3
@pfanderson,@mifisi,1
@pfanderson,@futuredocs,2
@blevinsa,@jacqthelib,1
@blevinsa,@nnlmgmr,1
@VPannabecker,@erdifo,1
@elenaazad,@lwu5,1
@KDNyhan,@z669_e9,1
@nmdcc1373,@erdifo,1
@wichor,@educationlib,24
@ratgrrl,@cybertools4libr,2
@EMorETon47,@openpeonie,2
@wichor,@duckduckgo,4
@wichor,@lesliegscn,1
@janicelib,@umnbiomedlib,1
@richmcintyrejr,@margotmal,1
@pfanderson,@mlrethlefsen,26
@pfanderson,@giustini,6
@pfanderson,@educationlib,20
@EMorETon47,@thecurbsiders,1
@pfanderson,@duckduckgo,2
@wichor,@jxsiegel,1
@angspenc,@jxsiegel,1
@noisy_nora,@medlineplus,1
@gabinator,@medlineplus,1
@meansell,@cdcgov,1
@VPannabecker,@lwu5,2
@Wrenaissance,@mandosally,1
@Wrenaissance,@sitstayread,1
@RyloLH,@hurstej,1
@blevinsa,@hurstej,1
@giustini,@wichor,7
@giustini,@meansell,1
@giustini,@pfanderson,2
@giustini,@kdnyhan,1
@giustini,@educationlib,1
@giustini,@mlrethlefsen,7
@trosLIB,@librarian5ever,1
@AJaggers324,@runbrarian,1
@JoleneMiller419,@runbrarian,1
@meansell,@kdnyhan,1
@meansell,@educationlib,1
@meansell,@mlrethlefsen,1
@VPannabecker,@123pow,1
@EMorETon47,@crbishop,1
@EMorETon47,@uptodate,5
@gabinator,@googleplus,1
@gabinator,@blevinsa,1
@VPannabecker,@margaretdptphd,1
@VPannabecker,@futuredocs,6
@Taneya,@lulu_219,1
@wonderbrarian,@vandervolgen,1
@tkhodge19,@itskelsab,1
@pfanderson,@ufhscl,2
@pfanderson,@runbrarian,1
@pfanderson,@openpeonie,2
@meansell,@ufhscl,1
@wonderbrarian,@nikithelib,1
@gabinator,@instagram,1
@akaur0,@margaretdptphd,3
@CDDSlib,@lisalibrarian,2
@lwu5,@krafty,1
@akaur0,@twitter,2
@runbrarian,@openpeonie,1
@pfanderson,@margaretdptphd,2
@ChrisTheCat,@jxsiegel,1
@HS_Librarian,@futuredocs,1
@meansell,@jolenemiller419,1
@VPannabecker,@educationlib,2
@BerrymanD,@galterlibrary,1
@BerrymanD,@kristiholmes,1
@noisy_nora,@vpannabecker,1
@noisy_nora,@pfanderson,1
@ChrisTheCat,@elainemartin2,1
@ChrisTheCat,@kgonza,1
@CDDSlib,@margaretdptphd,1
@krafty,@thirdiron,1
@openpeonie,@angspenc,3
@bethany_mcgowan,@libgirl09,1
@akaur0,@northwesternmed,1
@JamesShanahan9,@acpeck,1
@JamesShanahan9,@futuredocs,1
@JamesShanahan9,@mhmedical,1
@JamesShanahan9,@jamesshanahan9,1
@vandervolgen,@janicekung,1
@CaptainLibraria,@hurstej,1
@CaptainLibraria,@futuredocs,1
@blevinsa,@debswerner,1
@nylaelis,@lisalibrarian,1
@nylaelis,@futuredocs,1
@lisalibrarian,@emoreton47,5
@lisalibrarian,@futuredocs,3
@lisalibrarian,@lisalibrarian,4
@meansell,@krafty,1
@PennyPresta,@wichor,1
@VPannabecker,@krafty,3
@ycpdan,@hurstej,1
@EMorETon47,@futuredocs,8
@VPannabecker,@emoreton47,1
@AJaggers324,@hs_librarian,1
@VisualDx,@cddslib,1
@VisualDx,@libtombaum,1
@oxpeter,@futuredocs,1
@elenaazad,@futuredocs,2
@wichor,@alexjcarroll,1
@akaur0,@margotmal,1
@akaur0,@rendages,1
@akaur0,@punkrockmuppet,1
@akaur0,@lisprochat,1
@s_schulte,@hurstej,1
@KDNyhan,@educationlib,5
@KDNyhan,@pfanderson,5
@KDNyhan,@mlrethlefsen,5
@VPannabecker,@lisalibrarian,2
@ralebo06,@futuredocs,1
@pfanderson,@mascher,3
@pfanderson,@jrnlmedlibassn,3
@alexjcarroll,@hurstej,1
@RyloLH,@bobbinewman,1
@EMorETon47,@lisalibrarian,13
@mascher,@jrnlmedlibassn,2
@ycpdan,@futuredocs,1
@CDDSlib,@libtombaum,1
@CDDSlib,@visualdx,1
@margotmal,@futuredocs,1
@VPannabecker,@scholarlykitchn,1
@lisalibrarian,@scholarlykitchn,2
@akaur0,@blevinsa,1
@akaur0,@mjtooey,1
@meansell,@lisalibrarian,2
@meansell,@scholarlykitchn,1
@pfanderson,@elizabennet2018,1
@pfanderson,@vandervolgen,6
@EMorETon47,@krafty,1
@akaur0,@krafty,1
@VPannabecker,@bevmurph005fir,1
@janicekung,@giustini,1
@NikiTheLib,@wonderbrarian,1
@PattiBUK,@janicekung,1
@EMorETon47,@tbrigham,1
@VPannabecker,@janicekung,1
@VPannabecker,@chicalibrarian,2
@elenaazad,@cddslib,1
@hbrarian,@bevmurph005,1
@elenaazad,@itskelsab,1
@ChrisTheCat,@lwu5,1
@elizabennet2018,@vandervolgen,1
@elizabennet2018,@pfanderson,1
@elizabennet2018,@chicalibrarian,1
@alexjcarroll,@bevmurph005,1
@mbbassdrlib,@bevmurph005,2
@billchase2edu,@krafty,1
@VPannabecker,@librarianlizy,1
@LibrarianWalker,@hurstej,1
@helencarver1,@primal_annella,1
@Annaburl,@bevmurph005fir,1
@VPannabecker,@billchase2edu,1
@VPannabecker,@vandervolgen,2
@VPannabecker,@happycow,1
@mascher,@blevinsa,1
@mascher,@mjtooey,1
@ChrisTheCat,@bobbinewman,1
@noisy_nora,@kdnyhan,1
@pfanderson,@happycow,1
@akaur0,@vandervolgen,2
@GeorgeOnline,@bobbinewman,1
@margotmal,@christhecat,1
@margotmal,@chicalibrarian,1
@margotmal,@vandervolgen,1
@margotmal,@pfanderson,1
@ChrisTheCat,@123pow,1
@akaur0,@shalugillum,1
@LibrarianLizy,@vpannabecker,1
@LibrarianLizy,@pfanderson,1
@billchase2edu,@chicalibrarian,1
@billchase2edu,@vandervolgen,1
@billchase2edu,@happycow,1
@pfanderson,@123pow,2
@akaur0,@ycpdan,1
@noisy_nora,@brenda_linares,1
@JHospMedicine,@futuredocs,1
@margotmal,@123pow,1
@margotmal,@medlibassn,1
@margotmal,@bevmurph005,2
@billchase2edu,@silentsstars,1
@MedlibAEP,@123pow,1
@MedlibAEP,@medlibassn,1
@MedlibAEP,@bevmurph005,1
@pfanderson,@itskelsab,1
@pfanderson,@evelevemelton,1
@EMorETon47,@bevmurph005,2
@123POW,@medlibassn,1
@123POW,@bevmurph005,2
@ChrisTheCat,@vandervolgen,1
@FutureDocs,@margaretdptphd,1
@CDDSlib,@bevmurph005,1
@wichor,@s_schulte,5
@wichor,@emoreton47,7
@krafty,@margaretdptphd,1
@krafty,@futuredocs,1
@margaretdptphd,@futuredocs,1
@VPannabecker,@brenda_linares,1
@ESIMEZMEC,@webofscience,1
@krafty,@mjtooey,1
@margotmal,@nnlmsea,1
@WKHealthOvid,@lisalibrarian,1
@VPannabecker,@mbbassdrlib,1
@KatinSATX,@bobbinewman,1
@VPannabecker,@nlm_sis,1
@mbbassdrlib,@krafty,1
@VPannabecker,@blevinsa,1
@VPannabecker,@mjtooey,1
@JoVEJournal,@medlibassn,5
@blevinsa,@mjtooey,1
@alexjcarroll,@nnlmsea,1
@mbbassdrlib,@christhecat,1
@NikiTheLib,@librarian5ever,1
@joditha78,@ana_cleveland,2
@pfanderson,@kristiholmes,1
@giustini,@s_schulte,1
@giustini,@emoreton47,1
@giustini,@librarianlizy,3
@EMorETon47,@123pow,1
@pfanderson,@elseviernews,1
@pfanderson,@krafty,3
@mandosally,@nahsl_mla,1
@mandosally,@esevetson,1
@VPannabecker,@librarianwalker,1
@akaur0,@elseviernews,3
@krafty,@greggs54,1
@sarahclarke138,@sitstayread,2
@ChelseaMisquith,@libris_fidelis,1
@LauraEmilyPDX,@bobbinewman,1
@clayfisher,@vandervolgen,1
@billchase2edu,@lwu5,1
@nishamody,@jolenemiller419,1
@AJaggers324,@pfanderson,1
@s_schulte,@akaur0,1
@s_schulte,@libris_fidelis,1
@hjreid,@cassandrafree17,1
@hjreid,@lisalibrarian,1
@mellanye,@librarian5ever,1
@NoahLenstra,@lwu5,1
@mbbassdrlib,@shdejones,2
@AJaggers324,@sitstayread,4
@krafty,@jolenemiller419,1
@krafty,@jamanetwork,1
@billchase2edu,@wichor,2
@pfanderson,@rosiehanneke,2
@meansell,@s_schulte,1
@akaur0,@openpeonie,2
@JoleneMiller419,@jamanetwork,1
@s_schulte,@wichor,1
@s_schulte,@emoreton47,1
@s_schulte,@giustini,1
@s_schulte,@librarianlizy,1
@s_schulte,@mlrethlefsen,1
@AJaggers324,@123pow,1
@AJaggers324,@bevmurph005,1
@AJaggers324,@mandosally,2
@krafty,@sitstayread,1
@pfanderson,@sitstayread,2
@wichor,@cddslib,1
@hurstej,@sitstayread,3
@wonderbrarian,@nishamody,1
@andreaketchum,@mlrethlefsen,1
@LaMedBoheme73,@librarian5ever,1
@mascher,@bevmurph005,1
@andreaketchum,@nikithelib,1
@wichor,@bevmurph005,1
@PodcastLib,@jrnlmedlibassn,3
@openpeonie,@librarian5ever,1
@phb256,@emoreton47,1
@lisalibrarian,@meansell,1
@lisalibrarian,@cassandrafree17,1
@wichor,@lisam695,1
@LibKristin,@emoreton47,1
@akaur0,@umbaltimore,1
@PennyPresta,@madbruwer,1
@PennyPresta,@monashunilib,1
@PennyPresta,@cassandrafree17,1
@flewkate,@librarian5ever,1
@angspenc,@lisalibrarian,1
@angspenc,@emoreton47,1
@akaur0,@mascher,1
@ccuchens,@cassandrafree17,1
@ccuchens,@lisalibrarian,1
@nishamody,@akaur0,1
@nishamody,@medlibassn,1
@nishamody,@nishamody,1
@ccuchens,@captainlibraria,1
@jeffreysreznick,@ethomasewing,1
@jeffreysreznick,@nlmdirector,1
@jeffreysreznick,@nlm_news,1
@akaur0,@nikithelib,2
@lesliegscn,@itskelsab,1
@cassandrafree17,@lisalibrarian,3
@akaur0,@clinicalkey,1
@mnfratta,@ebsco_health,1
@akaur0,@jrnlmedlibassn,1
@madbruwer,@lwu5,1
@msw1066,@unmclibrary,1
@msw1066,@ejglenn030,1
@meansell,@itskelsab,1
@meansell,@fhslaorg,1
@Librarian5ever,@bevmurph005,1
@ItsKelsaB,@fhslaorg,1
@madbruwer,@lisalibrarian,1
@meansell,@uflib,1
@meansell,@uf,1
@LibKristin,@meansell,1
@123POW,@hamiltonmusical,1
@madbruwer,@monashunilib,1
@garriga,@unboundmedicine,1
@EMorETon47,@wolters_kluwer,1
@libconferences,@bobbinewman,1
@james3neal,@meansell,1
@oponiak,@oxpeter,1
@pfanderson,@library_connect,1
@sameaimee,@bobbinewman,1
@jamornini,@pat_devine,1
@pfanderson,@blake_w_hawkins,1
@VPannabecker,@ethomasewing,1
@VPannabecker,@nlmdirector,1
@VPannabecker,@nlm_news,1
@sqreplies,@bobbinewman,1
@EThomasEwing,@nlmdirector,1
@EThomasEwing,@nlm_news,1
@myleejoseph,@bobbinewman,1
@LadyLibrarianND,@librarian5ever,1
@CrystalLewis,@bobbinewman,1
@NoetheMatt,@bobbinewman,1
@Vincent_d_A,@mlrethlefsen,2
@Vincent_d_A,@wichor,2
@Vincent_d_A,@giustini,1
@meansell,@chicalibrarian,1
@wichor,@taneya,4
@wichor,@vumcknowmgt,4
@Taneya,@wonderbrarian,2
@wonderbrarian,@taneya,1
@wonderbrarian,@vumcknowmgt,1
@angspenc,@pat_devine,1
@ItsKelsaB,@clinicalkey,1
@klockwerkluka,@mlrethlefsen,2
@klockwerkluka,@wichor,1
@klockwerkluka,@giustini,1
@oponiak,@wichor,2
@oponiak,@giustini,2
@oponiak,@mbbassdrlib,1
@Taneya,@wichor,2
@wichor,@bodzalekvar,1
@mlrethlefsen,@librarianlizy,3
@mlrethlefsen,@mlrethlefsen,2
@margymaclibrary,@meansell,1
@ericschnell,@mandosally,1
@cnorton_infopro,@wichor,1
@cnorton_infopro,@giustini,1
@cnorton_infopro,@mlrethlefsen,1
@cnorton_infopro,@librarianlizy,1
@mlrethlefsen,@giustini,1
@wichor,@kristiholmes,3
@akaur0,@akaur0,1
@akaur0,@lillolasunshine,1
@pstadter,@unboundmedicine,1
@ItsKelsaB,@akaur0,1
@ItsKelsaB,@sitstayread,3
@ItsKelsaB,@lillolasunshine,1
@pfanderson,@hyattchicago,2
@amycsc,@libgirl09,1
@LibrarianWalker,@sitstayread,1
@AJaggers324,@nlm_news,1
@JoanGallos,@meansell,1
@JoanGallos,@joangallos,1
@bgreen1005,@sitstayread,1
@lizlorbeer,@annalsofim,2
@Chattyfeez,@chelseamisquith,1
@LibrarianWalker,@anatomage,1
@lizlorbeer,@matthewsbook,1
@724PhillipsK,@librarian5ever,1
@lizlorbeer,@nejmlibhub,1
@YmBridgette,@ebsco_health,1
@lizlorbeer,@ebsco_health,1
@LMLibrarian,@hannaschmillen,2
@LMLibrarian,@wolters_kluwer,1
@LibrarianWalker,@pepcid_llc,1
@lizlorbeer,@unboundmedicine,1
@_gjftw,@mhmedical,1
@EducationLib,@kdnyhan,2
@EducationLib,@pat_devine,1
@akaur0,@pat_devine,1
@akaur0,@uchicagolibrary,2
@pfanderson,@marianosmarket,1
@jxsiegel,@funkme77,1
@MedEdBot,@ejkiscaden,1
@kristamccracken,@bobbinewman,1
@LMLibrarian,@ejkiscaden,1
@KDNyhan,@pat_devine,1
@ChelseaMisquith,@camhnews,1
@KellyandGeoff,@bobbinewman,1
@ElaineMartin2,@meansell,1
@pat_devine,@bobbinewman,1
@booksnips,@basia_delawska,1
@booksnips,@jolenemiller419,1
@booksnips,@tripadvisor,1
@HannahC_MLIS,@bobbinewman,1
@KDNyhan,@ycpdan,1
@kristiholmes,@mlrethlefsen,1
@kristiholmes,@wichor,1
@mbbassdrlib,@joangallos,2
@PodcastLib,@bobbinewman,1
@JPCourneya,@nnlmdocline,1
@Keith_A_Herzog,@kristiholmes,1
@Keith_A_Herzog,@galterlibrary,1
@Keith_A_Herzog,@nufeinbergmed,1
@Keith_A_Herzog,@nucatsinstitute,1
@thartman2u,@nejmlibhub,1
@KDNyhan,@angspenc,1
@KDNyhan,@medlibassn,1
@pfanderson,@basia_delawska,1
@pfanderson,@tripadvisor,1
@s_schulte,@bobbinewman,1
@ChelseaMisquith,@meansell,1
@mbbassdrlib,@mitlibraries,1
@SofiaDistracted,@bobbinewman,1
@KDNyhan,@openpeonie,2
@pfanderson,@camhnews,1
@pfanderson,@cadth_acmts,2
@EMorETon47,@chicalibrarian,1
@wm_brian,@basia_delawska,1
@ChelseaMisquith,@cadth_acmts,1
@pfanderson,@bobbinewman,1
@mbbassdrlib,@brenda_linares,1
@openpeonie,@crbishop,1
@bobbinewman,@meansell,1
@pfanderson,@librarian5ever,1
@pfanderson,@medlibaep,1
@KDNyhan,@mlanews,1
@blake_w_hawkins,@basia_delawska,1
@blake_w_hawkins,@jolenemiller419,1
@blake_w_hawkins,@tripadvisor,1
@JulietJohnson,@jovejournal,2
@JulietJohnson,@medlibassn,2
@blake_w_hawkins,@librarian5ever,1
@UFCJCLibrarian,@meansell,1
@KellyS365,@almaderdouglas,1
@wonderbrarian,@basia_delawska,1
@wonderbrarian,@jolenemiller419,2
@wonderbrarian,@tripadvisor,1
@wonderbrarian,@librarian5ever,1
@wonderbrarian,@lmlibrarian,1
@cnorton_infopro,@libgirl09,1
@a_suiter,@brenda_linares,1
@nucholab,@mlrethlefsen,1
@vandervolgen,@shalugillum,1
@ejmcelroy,@unmclibrary,1
@ejmcelroy,@ejglenn030,1
@BrittanySlam,@chelseamisquith,1
@BrittanySlam,@brittanyslam,1
@BrittanySlam,@9magtattoo,1
@ChelseaMisquith,@librarian5ever,1
@ChelseaMisquith,@beautybarchi,1
@ChelseaMisquith,@brittanyslam,1
@ChelseaMisquith,@9magtattoo,1
@CEDMartinez,@bepress_dc,2
@meansell,@brenda_linares,1
@JoleneMiller419,@suethetrex,1
@JoleneMiller419,@fieldmuseum,1
@vandervolgen,@greggs54,1
@UNMCLibrary,@ejglenn030,1
@SAGElibrarynews,@medlibassn,1
@bgreen1005,@jolenemiller419,2
@bgreen1005,@basia_delawska,1
@bgreen1005,@tripadvisor,1
@bgreen1005,@almaderdouglas,1
@halkirkwood,@sainsburylib,1
@angspenc,@almaderdouglas,1
@LibGirl09,@librarian5ever,1
@stephaniefulton,@bevmurph005,1
@stephaniefulton,@juliaesparza,1
@stephaniefulton,@kevinbaliozian,1
@openpeonie,@basia_delawska,1
@openpeonie,@jolenemiller419,1
@openpeonie,@tripadvisor,1
@NNLMDOCLINE,@nnlmpsr,1
@AJaggers324,@almaderdouglas,1
@Basia_Delawska,@jolenemiller419,2
@Basia_Delawska,@tripadvisor,1
@lisam695,@openpeonie,1
@lisam695,@ajaggers324,1
@lisam695,@angspenc,1
@openpeonie,@ajaggers324,1
@AJaggers324,@librarian5ever,1
@runbrarian,@noethematt,1
@SolGOBRU,@clinicalkey,1
@runbrarian,@librarian5ever,1
@Basia_Delawska,@hyattregency,1
@FinnBalrForeve1,@jolenemiller419,4
@FinnBalrForeve1,@medlibaep,1
@FinnBalrForeve1,@hbrarian,1
@FinnBalrForeve1,@openpeonie,1
@FinnBalrForeve1,@angspenc,2
@FinnBalrForeve1,@tcshields,1
@FinnBalrForeve1,@wonderbrarian,2
@ItsKelsaB,@att,1
@ItsKelsaB,@anaagarrat,1
@wichor,@crbishop,1
@wichor,@hbrarian,1
@wichor,@galterlibrary,2
@matthewrallenIU,@beffuh,1
@matthewrallenIU,@iusmlib,1
@matthewrallenIU,@hannahc_mlis,1
@wichor,@nufeinbergmed,1
@wichor,@nucatsinstitute,1
@wichor,@rosiehanneke,1
@ccuchens,@benberthelot,1
@ccuchens,@lafayettetravel,1
@Basia_Delawska,@blake_w_hawkins,1
@Basia_Delawska,@medlibassn,1
@Basia_Delawska,@rosiehanneke,1
@JrnlMedLibAssn,@blake_w_hawkins,1
@JrnlMedLibAssn,@medlibassn,1
@JrnlMedLibAssn,@mascher,2
@beffuh,@iusmlib,1
@beffuh,@hannahc_mlis,1
@kristiholmes,@nucatsinstitute,1
@wichor,@almaderdouglas,1
@wichor,@libraryatnight,1
@wichor,@pattibuk,1
@wichor,@franknorman,1
@oponiak,@podcastlib,1
@blake_w_hawkins,@medlibassn,1
@mascher,@jrnmedlibassn,1
@elenaazad,@jolenemiller419,1
@elenaazad,@librarianwalker,1
@elenaazad,@med,1
@Basia_Delawska,@librarianwalker,1
@Basia_Delawska,@med,1
@mandosally,@hurstej,1
@JReynoldsMLIS,@fhslaorg,1
@LibrarianWalker,@driehausmuseum,1
@nnlmnto,@nlm_news,1
@EndNoteNews,@publons,1
@EndNoteNews,@webofscience,1
@andreaketchum,@captainlibraria,1
@andreaketchum,@hslunc,1
@library_connect,@medlibassn,1
@sarahclarke138,@zhao_shirley,2
@sarahclarke138,@nnlmnto,1
@mnfratta,@captainlibraria,1
@mnfratta,@hslunc,1
@zhao_shirley,@nnlmnto,1
@tishamentnech,@zhao_shirley,1
@mbbassdrlib,@noethematt,1
@CDDSlib,@angspenc,1
@_open_science_,@zhao_shirley,1
@ml_shawn,@angspenc,2
@elizabennet2018,@librarianlizy,1
@TonyN411,@nnlmdocline,1
@elizabennet2018,@sitstayread,1
@a_suiter,@noethematt,1
@lizlorbeer,@hyattchicago,1
@thenorthwurst,@educationlib,1
@thenorthwurst,@lmlibrarian,1
@Basia_Delawska,@sitstayread,1
@Basia_Delawska,@angspenc,1
@EMorETon47,@hslunc,1
@CaptainLibraria,@hslunc,1
@mandosally,@askingamy,1
@JoleneMiller419,@starbucks,1
@sarahclarke138,@stacybrody,1
@sarahclarke138,@researchbuzz,1
@StacyBrody,@researchbuzz,1
@ferrilibrarian,@sarahclarke138,1
@openpeonie,@sarahclarke138,1
@sarahclarke138,@hurstej,1
@hurstej,@sarahclarke138,1
@KDNyhan,@catladylib,1
@aimeegogan,@sarahclarke138,1
@aimeegogan,@ms_elainious,1
@JoleneMiller419,@pandoramusic,1
@Libris_Fidelis,@ms_elainious,1
@researchmrx,@ycpdan,1
@researchmrx,@attmichiganave,1
@researchmrx,@magicleap,1
@researchmrx,@htcvive,1
@ycpdan,@attmichiganave,1
@ycpdan,@magicleap,1
@JoleneMiller419,@basia_delawska,1
@JoleneMiller419,@itskelsab,1
@neurolibrarian,@runbrarian,1
@sarahclarke138,@nlm_news,1
@KathelDunn,@nlm_news,1
@sarahclarke138,@itskelsab,1
@lisafederer,@ms_elainious,1
@sarahclarke138,@ms_elainious,1
@NNLMDOCLINE,@ms_elainious,1
@HannahC_MLIS,@itskelsab,1
@runbrarian,@neurolibrarian,1
@RuthCarlyle,@sarahclarke138,1
@angspenc,@sarahclarke138,2
@Librarian5ever,@sarahclarke138,1
@uncsils,@alexjcarroll,1
@uncsils,@jbrtheel,1
@EvidenceRobot,@covidence,1
@alexjcarroll,@jbrtheel,1
@F1000,@bradswecker,1
@rockitamt,@medlibassn,1
@margotmal,@educationlib,1
@LMLibrarian,@itskelsab,1
@angspenc,@99piorg,1
@a_suiter,@99piorg,1
@NikiTheLib,@runwallergies,1
@LeapYrLibrarian,@itskelsab,1
@LibKristin,@openpeonie,1
@blevinsa,@lmlibrarian,1
@NNLMSEA,@nnlmpsr,1
@nishamody,@itskelsab,1
@bgreen1005,@angspenc,1
@cnorton_infopro,@nnlmdocline,1
@elizabennet2018,@wonderbrarian,1
@NNLM_RD3,@readkev,1
@wonderbrarian,@angspenc,1
@nnlmscr,@nnlmpsr,1
@nlm_news,@nnlmdocline,1
@nnlmmcr,@nnlmdocline,1
@angspenc,@itsmerubylee_76,1
@wonderbrarian,@itsmerubylee_76,1
@kjgregory1,@reedtechlifesci,1
